,generated_text
83,"When [CARDNAME] enters the battlefield, it deals damage equal to its mana value to any target.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has vigilance.
This is a W, Enchantment magic card with manacost {3}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +1/+1 and has vigilance.
This is a W"
84,"When [CARDNAME] enters the battlefield, you may put a quest counter on [CARDNAME].\nAt the beginning of each player's upkeep, [CARDNAME] deals damage to that player equal to the number of quest counters on [CARDNAME]. If you have more than one quest counter on [CARDNAME], you may choose new targets for the damage this effect deals.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature"
85,"When [CARDNAME] enters the battlefield, create a 2/2 white Human creature token with haste.\nCreatures you control get +0/+2.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has lifelink.
This is a W, Enchantment magic card with manacost {W}{W}. This is its rules text: Enchant creature\nEnchanted creature"
86,"When [CARDNAME] enters the battlefield, exile target creature an opponent controls until [CARDNAME] leaves the battlefield. Put the top card of your library into your graveyard, then shuffle.
This is a G, Enchantment magic card with manacost {1}{G}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has lifelink.
This is a G, Enchantment magic card with manacost {1}{G}. This is its rules text: Enchant"
87,"When [CARDNAME] enters the battlefield, exile target creature an opponent controls until [CARDNAME] leaves the battlefield.
This is a W, Enchantment magic card with manacost {W}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has haste.
This is a W, Enchantment magic card with manacost {W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has vigilance.
This is"
88,"When [CARDNAME] enters the battlefield, exile target nonland permanent an opponent controls until [CARDNAME] leaves the battlefield.
This is a W, Enchantment magic card with manacost {1}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has flying.\nAt the beginning of the end step, if enchanted creature's power is 4 or greater, sacrifice [CARDNAME].
This is a W, Enchantment magic card with manacost"
89,"When [CARDNAME] enters the battlefield, exile target nonland permanent an opponent controls until [CARDNAME] leaves the battlefield.
This is a W, Enchantment magic card with manacost {2}{W}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has flying.
This is a W, Enchantment magic card with manacost {1}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and"
90,"When [CARDNAME] enters the battlefield, exile target nonland permanent an opponent controls until [CARDNAME] leaves the battlefield.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets -2/-2 and has trample.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has"
91,"When [CARDNAME] enters the battlefield, exile target creature an opponent controls until [CARDNAME] leaves the battlefield.
This is a W, Enchantment magic card with manacost {1}{W}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has lifelink.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and"
92,"When [CARDNAME] enters the battlefield, create a 2/2 black Zombie creature token with flying.\nWhen [CARDNAME] leaves the battlefield, exile the creature card from your graveyard.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has ""Whenever this creature attacks, create a 1/1 white Soldier creature token with flying.""
This is a W, Enchantment magic card"
93,"When [CARDNAME] enters the battlefield, create a 1/1 white Spirit creature token with flying.\nWhen [CARDNAME] leaves the battlefield, create a 1/1 white Spirit creature token with flying.
This is a W, Enchantment magic card with manacost {1}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has haste.
This is a W, Enchantment magic card with manacost {W}{W}. This is its"
94,"When [CARDNAME] enters the battlefield, return target creature card from your graveyard to the battlefield and attach [CARDNAME] to that creature.
This is a W, Enchantment magic card with manacost {1}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +1/+2 and has flying and vigilance.
This is a W, Enchantment magic card with manacost {1}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2"
95,"When [CARDNAME] enters the battlefield, exile it. Then if it's black, it becomes a 4/4 black Beast creature with flying.
This is a B, Enchantment magic card with manacost {1}{B}{B}. This is its rules text: Enchant creature\nEnchanted creature gets +1/+1 and has haste.\nEnchanted creature gets +2/+2.
This is a R, Enchantment magic card with manacost {2}{R}. This is its rules text"
96,"When [CARDNAME] enters the battlefield, it deals 1 damage to each creature and each player.
This is a W, Enchantment magic card with manacost {1}{W}. This is its rules text: {1}: The next time a black source of your choice would deal damage to you this turn, prevent that damage.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: {1}: The next time a blue source of your choice would deal"
97,"When [CARDNAME] enters the battlefield, return that card to the battlefield under its owner's control.
This is a U, Enchantment magic card with manacost {2}{U}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has haste.
This is a U, Enchantment magic card with manacost {1}{U}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has haste.
This is a U"
98,"When [CARDNAME] enters the battlefield, draw a card.\nAt the beginning of your upkeep, if you have 12 or more cards in your hand, sacrifice [CARDNAME] and you may draw a card.
This is a W, Enchantment magic card with manacost {W}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +2/+2 and has haste.
This is a W, Enchantment magic card with manacost {W}. This is its rules"
99,"When [CARDNAME] enters the battlefield, if it's on the battlefield, it becomes a 2/2 black Zombie creature until end of turn.\nWhen [CARDNAME] leaves the battlefield, if it's on the battlefield, it becomes a 2/2 black Zombie creature until end of turn.
This is a W, Enchantment magic card with manacost {2}{W}. This is its rules text: Enchant creature\nEnchanted creature gets +1/+1 and has haste.
This is a"
