,generated_text
84,"When [CARDNAME] enters the battlefield, it deals 2 damage to each creature defending player controls.
This is a W, Creature — Human Knight magic card with manacost {2}{W}{W}, power 2, and toughness 2. This is its rules text: {W}, {T}: Add {W}{W}{W}.
This is a W, Creature — Human Knight magic card with manacost {2}{W}{W}, power 2, and toughness 2. This is its rules text: {W"
85,"When [CARDNAME] enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
This is a W, Creature — Human Knight magic card with manacost {W}{W}{W}, power 2, and toughness 2. This is its rules text: Flying\nWhen [CARDNAME] enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
This is a"
86,"When [CARDNAME] enters the battlefield, create two 1/1 colorless Clue creature tokens with flying.
This is a W, Creature — Human Wizard magic card with manacost {W}{W}{W}, power 1, and toughness 1. This is its rules text: {W}{W}, {T}: Add one mana of any color.\n[CARDNAME] can't block creatures with flying.
This is a W, Creature — Human Wizard magic card with manacost {W}{W"
87,"When [CARDNAME] enters the battlefield, each player sacrifices a creature.
This is a B, Creature — Human Knight magic card with manacost {2}{B}, power 2, and toughness 2. This is its rules text: {B}, Sacrifice [CARDNAME]: Create a 1/1 black and green Knight creature token with flying.
This is a B, Creature — Human Knight magic card with manacost {2}{B}, power 2, and toughness 2. This is its rules text: {B"
88,"When [CARDNAME] enters the battlefield, you may return target creature card from your graveyard to your hand.
This is a G, Creature — Human Warrior magic card with manacost {G}{G}, power 1, and toughness 1. This is its rules text: Flying\nWhenever [CARDNAME] attacks, target creature can't be blocked except by two or more creatures.
This is a G, Creature — Human Warrior magic card with manacost {G}{G}, power 1, and toughness 1."
89,"When [CARDNAME] enters the battlefield, exile up to one target creature you control. Put that card onto the battlefield under your control.
This is a W, Creature — Human Wizard magic card with manacost {3}{W}{W}, power 3, and toughness 3. This is its rules text: {W}{W}{W}, {T}: Add {W}{W}{W}{W}.
This is a W, Creature — Human Wizard magic card with manacost {2}{W}{W}, power"
90,"When [CARDNAME] enters the battlefield, it deals X damage to target creature an opponent controls.
This is a W, Creature — Human Wizard magic card with manacost {W}{W}{W}, power 1, and toughness 1. This is its rules text: Flying\nWhenever [CARDNAME] deals combat damage to a player, you may put target creature an opponent controls into their owner's graveyard.
This is a W, Creature — Human Wizard magic card with manacost {W}{W}, power"
91,"When [CARDNAME] enters the battlefield, target opponent loses 1 life.
This is a W, Creature — Phyrexian Cleric magic card with manacost {1}{W}{W}, power 2, and toughness 2. This is its rules text: {1}{W}, {T}: Add {W}{W}.
This is a W, Creature — Phyrexian magic card with manacost {1}{W}{W}, power 2, and toughness 2. This is its rules text: {"
92,"When [CARDNAME] enters the battlefield, return all attacking creatures to their owners' hands.
This is a R, Creature — Human Rogue magic card with manacost {2}{R}, power 2, and toughness 2. This is its rules text: At the beginning of your upkeep, put a +1/+1 counter on [CARDNAME].\n{1}{R}: Target creature gains hexproof until end of turn.
This is a R, Creature — Human Rogue magic card with manacost {2"
93,"When [CARDNAME] enters the battlefield, it deals damage equal to its power to any target.
This is a G, R, Legendary Creature — Human Warrior magic card with manacost {R}{G}{R}{G}, power 2, and toughness 2. This is its rules text: {T}: Add {G}{R}{G}.\n{T}: Add {G}{R}{G}.\n{T}: Add {G}{R}{G}.
This is a G, R, Legendary Creature"
94,"When [CARDNAME] enters the battlefield, you may return target creature card from your graveyard to your hand.
This is a W, Creature — Human Cleric magic card with manacost {W}{W}, power 1, and toughness 1. This is its rules text: {W}{W}: Add {W}{W}.
This is a W, Creature — Human Cleric magic card with manacost {W}{W}, power 1, and toughness 1. This is its rules text: {W}: Add {"
95,"When [CARDNAME] enters the battlefield, create a 1/1 white Knight creature token with flying.
This is a W, Creature — Human Artificer magic card with manacost {3}{W}, power 3, and toughness 1. This is its rules text: {1}{W}: Add one mana of any color.
This is a W, Creature — Human Artificer magic card with manacost {W}, power 1, and toughness 1. This is its rules text: {W}: Add one"
96,"When [CARDNAME] enters the battlefield, exile it.
This is a W, Creature — Beast magic card with manacost {W}{W}, power 1, and toughness 1. This is its rules text: First strike, vigilance, lifelink\n[CARDNAME] can't block.\n[CARDNAME] can't be blocked except by creatures with flying.
This is a W, Creature — Human Cleric magic card with manacost {W}{W}, power 1, and toughness"
97,"When [CARDNAME] enters the battlefield, exile target creature an opponent controls.
This is a W, Creature — Human Wizard magic card with manacost {1}{W}, power 2, and toughness 2. This is its rules text: Flying\nWhenever [CARDNAME] deals combat damage to a player, you may return target creature card from your graveyard to your hand.
This is a W, Creature — Human Wizard magic card with manacost {1}{W}, power 2, and toughness 2. This"
98,"When [CARDNAME] enters the battlefield, each player who didn't cast it loses 1 life.
This is a W, Creature — Human Knight magic card with manacost {3}{W}{W}, power 2, and toughness 2. This is its rules text: Flying\n{W}{W}: Regenerate [CARDNAME].
This is a W, Creature — Human Knight magic card with manacost {3}{W}{W}, power 2, and toughness 2. This is its rules text: Flying"
99,"When [CARDNAME] enters the battlefield, it deals 1 damage to any target.
This is a W, Creature — Human Warrior magic card with manacost {2}{W}, power 2, and toughness 2. This is its rules text: {2}{W}, {T}: Add one mana of any color.\n{W}{W}: Add one mana of any color.
This is a W, Creature — Human Warrior magic card with manacost {1}{W}, power 2, and toughness 2."
